contact_id,pseudo_patient_id,timestamp,channel,service_line,raw_text,intent,category,journey_stage,root_cause,sentiment,urgency,default_route,safety_sensitive,chatbot_eligible,proactive_candidate,synthetic_issue_pattern,repeat_contact_14d
C0023952,P006026,2026-05-01 10:11:58,app_review,NHS prescription,Please fix this: I need to request my usual tablets again asap,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0023953,P002534,2026-05-01 10:33:56,phone_transcript,NHS prescription,right so The app will not let me sign in!!!,login_issue,Account management,Account,Account access problem,negative,priority,FAQ self-service,False,True,False,standard_known_intent,False
C0023954,P004508,2026-05-01 10:51:37,email,NHS prescription,Please help. Royal Mail tracking has not moved and my delivery is late.,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0023955,P003316,2026-05-01 11:07:06,email,NHS prescription,"pls help. Can the rest of my medication be dispatched separately? Also, You said my medicine is unavailable asap",split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,positive,standard,Human adviser,False,False,False,standard_known_intent,False
C0023956,P000196,2026-05-01 11:08:33,phone_transcript,NHS prescription,hi I am calling because How do I order my repeat prescription?,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0023957,P003285,2026-05-01 11:18:58,live_chat,NHS prescription,The app says awaiting GP approval for days!!! My phone is 07733486725,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0023958,P001032,2026-05-01 11:30:37,app_review,NHS prescription,"Can I reorder my regular medicine through the app? Also, Can you release an early repeat please? asap",repeat_prescription_request,Prescription request,Request,Routine repeat request,positive,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0023959,P003415,2026-05-01 11:32:58,email,NHS prescription,"Please help. My medicine has been in clinical review since yesterday Also, The app says awaiting GP approval for days thanks",clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0023960,P000255,2026-05-01 11:33:09,phone_transcript,NHS prescription,right so Why has my doctor refused the request?,gp_declined_request,GP approval,Await GP approval,GP declined or changed request,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0023961,P006941,2026-05-01 11:37:14,phone_transcript,NHS prescription,hi I am calling cos The request is missing from my account!!!,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0023962,P000119,2026-05-01 11:43:05,phone_transcript,NHS prescription,right so The prescription is ready but has not left the warehouse thanks,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0023963,P003947,2026-05-01 11:50:52,live_chat,NHS prescription,hi - The parcel is missing even though it says delivered thanks,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0023964,P002349,2026-05-01 11:58:32,phone_transcript,NHS prescription,"please can you help, Please split my order because one medicine is delayed please email pat85@example.com",split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0023965,P001439,2026-05-01 12:05:10,phone_transcript,NHS prescription,"please can you help, The app will not let me sign in thanks",login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0023966,P001454,2026-05-01 12:06:13,live_chat,NHS prescription,Why is the pharmacist check taking so long? thanks,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0023967,P001558,2026-05-01 12:07:56,phone_transcript,NHS prescription,hi I am calling because Royal Mail tracking has not moved and my delivery is late thanks,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0023968,P001963,2026-05-01 12:11:25,social,NHS prescription,Please respond: Your text message does not match my account.,wrong_notification,Reminders and notifications,Notifications,Incorrect or confusing message,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0023969,P005814,2026-05-01 12:13:40,live_chat,NHS prescription,hi - Can the rest of my medication be dispatched separately?. My phone is 07680733709,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0023970,P003185,2026-05-01 12:33:22,live_chat,NHS prescription,How do I track my medicine delivery?!!!,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0023971,P001334,2026-05-01 12:39:49,phone_transcript,NHS prescription,hello um My prescription should have arrived yday please,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0023972,P007315,2026-05-01 12:41:56,app_review,NHS prescription,"App issue: The medicine parcel is delayed after dispatch Also, Please send me the tracking link for my parcel asap",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0023973,P002694,2026-05-01 12:42:41,social,NHS prescription,You said my meds is unavailable!!! DOB 11/03/1986,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0023974,P006465,2026-05-01 12:43:39,email,NHS prescription,"Hi support, My order is waiting for GP approval, what should I do?",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0023975,P003308,2026-05-01 12:55:19,app_review,NHS prescription,"Not happy. My prescription should have arrived yesterday Also, Please send me the tracking link for my parcel asap",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0023976,P003446,2026-05-01 12:55:48,email,NHS prescription,"Hi support, Where can I find my Royal Mail tracking no? please",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0023977,P001855,2026-05-01 12:58:49,phone_transcript,NHS prescription,hello um Tracking says delivered but there is no parcel here asap,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0023978,P003017,2026-05-01 13:05:18,live_chat,NHS prescription,hello Why have you not received my prescrption yet?.,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0023979,P004588,2026-05-01 13:05:46,email,NHS prescription,"Hello, Why has my doctor refused the request?.",gp_declined_request,GP approval,Await GP approval,GP declined or changed request,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0023980,P006971,2026-05-01 13:08:57,phone_transcript,NHS prescription,hello um Can you tell me what is happening with my parcel? postcode LS15 8GB,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0023981,P007095,2026-05-01 13:10:39,live_chat,NHS prescription,hi - The medicine parcel is delayed after dispatch,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0023982,P007252,2026-05-01 13:26:21,social,NHS prescription,@support There is a problem with my prescription request!!!,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0023983,P002324,2026-05-01 13:36:41,email,Online Doctor or shop,"Hi support, Where is my Online Doctor order? thanks",online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0023984,P001152,2026-05-01 13:51:53,live_chat,NHS prescription,"pls help: I received a dispatch message for the wrong order Also, Why have the reminder texts stopped?!!!",wrong_notification,Reminders and notifications,Notifications,Incorrect or confusing message,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0023985,P005363,2026-05-01 13:52:14,phone_transcript,NHS prescription,hello um Why have you not received my prescrption yet? thanks,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0023986,P005329,2026-05-01 13:54:55,app_review,NHS prescription,App issue: There is a stock issue with my tablets asap,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0023987,P004742,2026-05-01 13:58:01,phone_transcript,NHS prescription,"pls can you help, Can someone contact me?.",unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0023988,P003279,2026-05-01 14:09:25,phone_transcript,NHS prescription,hi I am calling because Why have you not received my prescription yet?. My phone is 07106119601,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0023989,P004640,2026-05-01 14:25:47,phone_transcript,NHS prescription,right so When will you post my tablets?.,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0023990,P003266,2026-05-01 14:39:54,app_review,NHS prescription,"Not happy. My prescription should have arrived yesterday Also, Tracking says delivered but there is no parcel here!!! My phone is 07293853101",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0023991,P004720,2026-05-01 14:57:42,phone_transcript,NHS prescription,"please can you help, Where can I find my Royal Mail tracking number?",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0023992,P002309,2026-05-01 15:21:28,phone_transcript,Online Doctor or shop,"please can you help, Has my private prescription been dispatched?!!!",online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0023993,P004474,2026-05-01 15:29:58,app_review,NHS prescription,Please fix this: Royal Mail tracking has not moved and my delivery is late please,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0023994,P000510,2026-05-01 15:30:01,email,NHS prescription,"Dear team, I cannot log into my account!!!",login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0023995,P003259,2026-05-01 15:37:14,phone_transcript,NHS prescription,hello um I need help from customer services pls,complaint_service,Service access,Service,General service complaint,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0023996,P005531,2026-05-01 15:43:29,phone_transcript,NHS prescription,hi I am calling because You said my medicine is unavailable.,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0023997,P003466,2026-05-01 15:53:11,app_review,NHS prescription,My prescription should have arrived yesterday.,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0023998,P001168,2026-05-01 15:54:09,phone_transcript,NHS prescription,hello um My prescription should have arrived yesterday asap email sam58@example.com,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0023999,P006783,2026-05-01 15:55:37,phone_transcript,NHS prescription,right so The notification says my order is cancelled but the app says packing. email pat29@example.com,wrong_notification,Reminders and notifications,Notifications,Incorrect or confusing message,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0024000,P000453,2026-05-01 16:24:53,phone_transcript,NHS prescription,"hi I am calling because The app did not remind me to request my tablets Also, The notification says my order is cancelled but the app says packing please",reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024001,P004631,2026-05-01 16:25:39,phone_transcript,NHS prescription,hi I am calling because Royal Mail tracking has not moved and my delivery is late thanks,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0024002,P005531,2026-05-01 16:27:10,email,NHS prescription,"Dear team, My prescription is still waiting and I do not know why",gp_declined_request,GP approval,Await GP approval,GP declined or changed request,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0024003,P004154,2026-05-01 16:42:11,phone_transcript,NHS prescription,hi I am calling because My medication order is stuck during processing thanks from Oakfield Medical Centre,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0024004,P003870,2026-05-01 16:50:26,live_chat,NHS prescription,hello My medication order is stuck during processing asap email alex89@example.com,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0024005,P006781,2026-05-01 16:53:16,live_chat,NHS prescription,"hello Can the rest of my medication be dispatched separately? Also, There is a stock issue with my tablets asap",split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,True
C0024006,P000962,2026-05-01 16:54:33,app_review,NHS prescription,App issue: I have run out of my tablets and need help today asap,urgent_ran_out_medicine,Safety-sensitive,Urgent support,Customer reports no medicine remaining,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,False
C0024007,P005679,2026-05-01 16:54:38,live_chat,NHS prescription,hi - I want to make a complaint about the service please,complaint_service,Service access,Service,General service complaint,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0024008,P005224,2026-05-01 17:01:55,phone_transcript,NHS prescription,hi I am calling cos The app will not let me sign in.,login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0024009,P002033,2026-05-01 17:05:13,live_chat,NHS prescription,hi - Can you check the pharmacy processing step? asap,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0024010,P001229,2026-05-01 17:10:28,phone_transcript,NHS prescription,"right so My prescription should have arrived yesterday Also, How do I track my medicine delivery? asap",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024011,P001587,2026-05-01 17:21:13,live_chat,NHS prescription,pls help: Where can I find my Royal Mail tracking number?.,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024012,P000733,2026-05-01 17:46:52,phone_transcript,NHS prescription,right so This has been frustrating and I need someone to help asap My phone is 07610211219,complaint_service,Service access,Service,General service complaint,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0024013,P006839,2026-05-01 17:47:50,email,NHS prescription,"Hello, Please help with my issue",unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0024014,P002068,2026-05-01 17:49:45,phone_transcript,Online Doctor or shop,"pls can you help, Can you update me on the shop or doctor service? asap",online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0024015,P001937,2026-05-01 17:55:50,phone_transcript,NHS prescription,right so My prescription is still waiting and I do not know why,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024016,P004798,2026-05-01 17:57:57,app_review,NHS prescription,I forgot my password and cannot access my prescription!!!,login_issue,Account management,Account,Account access problem,negative,priority,FAQ self-service,False,True,False,standard_known_intent,True
C0024017,P001432,2026-05-01 18:12:44,social,NHS prescription,Can someone help? How do I track my meds delivery?,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024018,P005746,2026-05-01 18:24:11,live_chat,NHS prescription,My order has been packing for two days and is not dispatched,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0024019,P002575,2026-05-01 18:26:46,phone_transcript,NHS prescription,"pls can you help, I need to request my usual tablets again!!!",repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024020,P001684,2026-05-01 18:35:43,email,Online Doctor or shop,"Hello, When will my shop refund arrive?.",refund_query,Online Doctor and shop,Shop or Online Doctor,Refund progress query,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024021,P001993,2026-05-01 18:42:10,phone_transcript,NHS prescription,"please can you help, Can I reorder my regular medicine through the app? asap",repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0024022,P004173,2026-05-01 18:43:33,live_chat,NHS prescription,When will you post my tablets?.,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024023,P000048,2026-05-01 18:54:54,app_review,NHS prescription,Can you check why the surgery step has not changed?. order no P2U-549643,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024024,P000663,2026-05-01 19:00:36,phone_transcript,NHS prescription,right so Can you send the available items now and the missing one later? please,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,positive,standard,Human adviser,False,False,False,standard_known_intent,False
C0024025,P004765,2026-05-01 19:06:03,phone_transcript,NHS prescription,"please can you help, When will you post my tablets? thanks",not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024026,P006441,2026-05-01 19:34:57,live_chat,NHS prescription,hello Why is my prescription still with my GP?,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0024027,P004749,2026-05-01 19:49:05,live_chat,NHS prescription,hi - My GP says they sent the prescription but it is not showing please,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0024028,P005390,2026-05-01 19:55:25,social,NHS prescription,Please respond: My order has been packing for two days and is not dispatched!!! my name is Alex Smith,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024029,P001206,2026-05-01 20:04:49,phone_transcript,NHS prescription,hello um My order has been packing for two days and is not dispatched!!!,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024030,P004178,2026-05-01 20:08:16,app_review,NHS prescription,Not happy. My prescrption should have arrived yesterday thanks,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0024031,P001984,2026-05-01 20:17:46,phone_transcript,NHS prescription,"right so How do I track my meds delivery? Also, The prescription is ready but has not left the warehouse from Riverside Surgery",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024032,P002602,2026-05-01 20:27:04,phone_transcript,NHS prescription,right so My prescrption is still waiting and I do not know why.,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0024033,P001625,2026-05-01 20:29:55,phone_transcript,Online Doctor or shop,hello um When will my shop refund arrive?.,refund_query,Online Doctor and shop,Shop or Online Doctor,Refund progress query,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024034,P004929,2026-05-01 20:40:53,phone_transcript,NHS prescription,hi I am calling because pls send me the tracking link for my parcel,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024035,P006520,2026-05-01 20:45:39,app_review,NHS prescription,Not happy. My repeat medicine request does not look right thanks,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0024036,P004879,2026-05-01 20:46:26,app_review,NHS prescription,App issue: I have no medicine left and cannot wait for delivery please,urgent_ran_out_medicine,Safety-sensitive,Urgent support,Customer reports no medicine remaining,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,False
C0024037,P003402,2026-05-01 20:55:22,email,NHS prescription,"Hi support, Where can I find my Royal Mail tracking no?",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024038,P006639,2026-05-01 20:58:24,phone_transcript,NHS prescription,"hello um My prescription should have arrived yesterday Also, Tracking says delivered but there is no parcel here.",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0024039,P006109,2026-05-01 21:06:51,phone_transcript,NHS prescription,hello um The prescription is ready but has not left the warehouse.,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024040,P005173,2026-05-01 21:07:14,phone_transcript,NHS prescription,"pls can you help, Why have the reminder texts stopped?!!!",reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024041,P004517,2026-05-01 21:28:32,app_review,NHS prescription,App issue: Why is my prescription still with my GP?,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0024042,P003674,2026-05-01 21:35:49,live_chat,NHS prescription,"The parcel is missing even though it says delivered Also, Royal Mail tracking has not moved and my delivery is late",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0024043,P006037,2026-05-01 21:38:17,phone_transcript,NHS prescription,"please can you help, Can you release an early repeat please? Also, How do I order my repeat prescription?.",early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,True
C0024044,P003224,2026-05-01 21:38:56,live_chat,NHS prescription,pls help: Please send me the tracking link for my parcel.,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0024045,P002307,2026-05-01 21:43:16,phone_transcript,NHS prescription,hi I am calling because The app says awaiting GP approval for days thanks postcode M13 9PL address 8 Market Street,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024046,P004085,2026-05-01 22:00:41,phone_transcript,NHS prescription,right so Can I reorder my regular medicine through the app?!!!,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024047,P001652,2026-05-01 22:07:48,app_review,Online Doctor or shop,Where is my Online Doctor order? please,online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024048,P001033,2026-05-01 22:14:17,phone_transcript,NHS prescription,"hi I am calling because I am going away next week, can I order my medication early?",early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0024049,P005376,2026-05-01 22:15:24,email,NHS prescription,"Hello, The order is stuck at clinical review!!!",clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0024050,P002335,2026-05-01 22:15:27,phone_transcript,NHS prescription,right so The medicine parcel is delayed after dispatch please,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0024051,P003084,2026-05-01 22:20:03,live_chat,NHS prescription,"hi - Why is my prescription still with my GP? Also, My medicine has been in clinical review since yesterday!!!",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0024052,P005094,2026-05-01 22:24:37,app_review,NHS prescription,How do I order my repeat prescription? please,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0024053,P001128,2026-05-01 22:37:37,live_chat,NHS prescription,hi - When will you post my tablets? order no P2U-436099,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0024054,P004784,2026-05-01 22:37:40,phone_transcript,NHS prescription,"hello um My order is waiting for GP aproval, what should I do?.",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0024055,P005140,2026-05-01 22:38:29,phone_transcript,NHS prescription,right so My repeat medicine request does not look right asap,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,True
C0024056,P006460,2026-05-01 22:43:22,phone_transcript,NHS prescription,right so Can you release an early repeat please?,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0024057,P005874,2026-05-01 22:49:39,phone_transcript,NHS prescription,right so Can you release an early repeat please?,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,positive,standard,Human adviser,False,False,False,standard_known_intent,False
C0024058,P001700,2026-05-01 22:56:15,social,NHS prescription,"@support My GP rejected my repeat request, can you tell me why? pls",gp_declined_request,GP approval,Await GP approval,GP declined or changed request,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0024059,P002863,2026-05-01 23:12:42,app_review,NHS prescription,"Please fix this: My order is waiting for GP approval, what should I do? Also, Why is the pharmacist check taking so long? thanks",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0024060,P000312,2026-05-01 23:21:52,social,NHS prescription,Can someone help? One part of my order has not moved asap,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0024061,P000116,2026-05-01 23:24:00,live_chat,NHS prescription,hi - The app says awaiting GP aproval for days please,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0024062,P006827,2026-05-01 23:29:15,social,NHS prescription,@support The app says awaiting GP approval for days.,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0024063,P007064,2026-05-01 23:34:04,social,NHS prescription,Where can I find my Royal Mail tracking number? thanks,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0024064,P000506,2026-05-01 23:36:05,live_chat,NHS prescription,hi - I moved house and need to update my address pls DOB 21/01/1985,change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024065,P003558,2026-05-01 23:53:08,app_review,NHS prescription,"Can I reorder my regular medicine through the app? Also, I am going away next week, can I order my medication early?!!! My phone is 07430650382",repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024066,P001782,2026-05-01 23:57:11,app_review,NHS prescription,Not happy. How do I track my medicine delivery?,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0024067,P000909,2026-05-01 23:57:13,phone_transcript,NHS prescription,hi I am calling because The medicine parcel is delayed after dispatch. My phone is 07805343362,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0024068,P005188,2026-05-01 23:59:34,app_review,NHS prescription,App issue: The app says awaiting GP approval for days please,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
